type;datetime;itemcallnumber;title;subjects
localuse;"2013-01-30 14:07:12";"HD2770.12 2005";"The back door guide to short-term job adventures :";"Job hunting. Interns. Volunteers."
localuse;"2013-01-30 14:10:18";"HD5549.S381 2004";"Managing yourself for the career you want :";"Management Vocational guidance. Career development."
issue;"2013-01-31 11:43:38";"HF5382.75.U6.B43 2009";"Power ties :";"Job hunting United States Handbooks, manuals, etc. Students, Foreign Employment United States Handbooks, manuals, etc. Business networks United States Handbooks, manuals, etc."
issue;"2013-02-04 13:19:41";"HF5381.D677 2006";"Be bold :";"Career development."
renew;"2013-02-04 14:03:38";"HF5549.5.I6 P67 1999";"101 toughest interview questions--and answers that win jobs! /";"Employment interviewing. Job hunting."
renew;"2013-02-04 14:03:38";"HF 5549.5.I6.B87 2009";"The first 60 seconds :";"Employment interviewing."
issue;"2013-02-04 15:06:43";"BF637.S8.G533 2011";"Outliers :";"Successful people. Success."
issue;"2013-02-05 10:33:54";"HF5549.5.HD69 2011";"Ace your case! :";"Consultants Vocational guidance. Employment interviewing."
issue;"2013-02-05 10:33:58";"HF5549.5.I6.O38 2005";"301 smart answers to tough interview questions /";"Employment interviewing."
issue;"2013-02-05 10:34:32";"HF5549.9.HD69 2010";"Case in point :";"Business consultants Vocational guidance. Consultants Vocational guidance. Employment interviewing. Business consultants Case studies. Consultants Case studies."
issue;"2013-02-05 14:53:18";"HF5381.PN147 2005";"Six-figure freelancing :";"Authorship Handbooks, manuals, etc. Freelance journalism Handbooks, manuals, etc."
issue;"2013-02-05 15:10:29";"HD4905.M344 2004";"Making good :";"Work Moral and ethical aspects. Professional employees."
issue;"2013-02-06 12:42:03";"HF5383.M335 2011";"The google resume";"High technology industries Vocational guidance. Job hunting. BUSINESS &amp; ECONOMICS Careers Resumes. Resumes (Employment) Resumes (Employment)"
issue;"2013-02-07 13:02:52";"HF5382.75.U6.B43 2009";"Power ties :";"Job hunting United States Handbooks, manuals, etc. Students, Foreign Employment United States Handbooks, manuals, etc. Business networks United States Handbooks, manuals, etc."
issue;"2013-02-07 14:39:18";"BF698.8.M94 M84 1985";"Manual, a guide to the development and use of the Myers-Briggs type indicator /";"Myers-Briggs Type Indicator. Typology (Psychology) Personality Inventory. Counseling."
issue;"2013-02-07 14:39:25";"HF5382.693.G45 2008";"The successful introvert :";"Introverts Vocational guidance. Job hunting."
issue;"2013-02-07 14:40:12";BF698.35.I59H45;"Introvert power :";"Introverts. Introversion."
issue;"2013-02-07 14:40:22";HF5381.15.F3618;"50 best jobs for your personality /";"Vocational guidance Psychological aspects. Career development Psychological aspects. Personality and occupation. Vocational interests. Occupations Psychological aspects."
issue;"2013-02-08 14:46:54";"HF5381.L48 2009";"They don't teach corporate in college :";"Business Vocational guidance. Success in business."
localuse;"2013-02-12 09:25:22";"HF5381.5 S839 2005";"Strong Interest Inventory manual :";"Strong Vocational Interest Blank Handbooks, manuals, etc. Vocational interests Testing Handbooks, manuals, etc. Personality and occupation Testing Handbooks, manuals, etc."
localuse;"2013-02-12 09:27:26";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
localuse;"2013-02-12 09:27:35";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
localuse;"2013-02-12 09:27:42";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
localuse;"2013-02-12 09:28:14";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
localuse;"2013-02-12 09:28:18";"R690.H4375 2009";"On becoming a doctor :";"Medicine Vocational guidance."
localuse;"2013-02-12 09:28:23";"HF5549.5.I6.C43 2012";"Case interview secrets :";"Business consultants Interviews. Business consultants Vocational guidance. Employment interviewing United States."
issue;"2013-02-12 14:10:51";HM741.T85;"Networking for job search and career success /";"Social networks. Career development. Success in business."
issue;"2013-02-14 15:37:02";"LB2376.HC60.5 2007";"The study abroad handbook /";"Foreign study Handbooks, manuals, etc. Universities and colleges Handbooks, manuals, etc."
issue;"2013-02-14 16:03:54";HF5384.J36;"I don't know what I want, but I know it's not this :";"Career changes. Job satisfaction. Career development."
issue;"2013-02-14 16:06:11";"HF5381 .P747";"Why to Major in English If You're Not Going to Teach.";
renew;"2013-02-15 14:10:20";"R690.Y35 2003";"The Yale guide to careers in medicine & the health professions :";"Medicine Vocational guidance. Medical personnel Vocational guidance. Physicians. Vocational Guidance. Career Choice."
renew;"2013-02-15 14:10:20";"RA441.O83 2005";"Finding work in global health :";"World health Vocational guidance. Vocational guidance. Employment in foreign countries. World Health. Vocational Guidance. Employment. Internationality."
localuse;"2013-02-15 14:35:56";"R154.J39.A3 2008";"Intern :";"Medical students United States Biography. Interns (Medicine) United States Biography. Residents (Medicine) United States Biography."
localuse;"2013-02-15 14:36:07";"LB2376.HC60.5 2007";"The study abroad handbook /";"Foreign study Handbooks, manuals, etc. Universities and colleges Handbooks, manuals, etc."
localuse;"2013-02-15 14:36:35";"HF5381.3.BF76 2010";"Careers in psychology :";"Psychology Vocational guidance Textbooks."
localuse;"2013-02-15 14:36:47";"R130.5.110 2004";"The ultimate guide to choosing a medical specialty /";"Medicine Specialties and specialists. Medicine Vocational guidance. Medicine United States. Career Choice United States. Professional Practice United States. Internship and Residency organization &amp; administration United States."
localuse;"2013-02-15 16:53:13";"HD2770.13.F191 2009";"Washington Internships: How to Get Them and Use Them to Launch Your Public Policy Career.";
localuse;"2013-02-15 16:53:16";"HF5384.M355 2004";"The everything alternative careers book :";"Career changes. Vocational guidance. Job hunting."
issue;"2013-02-15 16:56:27";"HD2769.2.HD62.6 2009";"Starting & Building a Nonprofit: A Practical Guide.";
renew;"2013-02-18 00:53:25";"HF5549.5.I6 P67 1999";"101 toughest interview questions--and answers that win jobs! /";"Employment interviewing. Job hunting."
renew;"2013-02-18 00:53:25";"HF 5549.5.I6.B87 2009";"The first 60 seconds :";"Employment interviewing."
renew;"2013-02-18 09:31:30";"R154.T673 A3";"On call :";"Interns (Medicine) United States Biography. Physician and patient."
issue;"2013-02-19 16:01:42";"HF5549.5.I6.E494 2004";"Keywords to nail your job interview /";"Employment interviewing. Job hunting. Keyword searching."
localuse;"2013-02-20 09:39:57";"HD62.5.S534 2007";"101 businesses you can start with less than one thousand dollars :";"New business enterprises. Small business Management. Students Employment. Self-employed."
localuse;"2013-02-20 09:40:11";"HD62.5.S534 2007";"101 businesses you can start with less than one thousand dollars :";"New business enterprises. Small business Management. Students Employment. Self-employed."
localuse;"2013-02-20 09:40:58";"HD62.5.S534 2007";"101 businesses you can start with less than one thousand dollars :";"New business enterprises. Small business Management. Students Employment. Self-employed."
localuse;"2013-02-20 14:36:02";"HF5549.5.I6 .M674 2002";"Ace the IT job interview! /";"Employment interviewing. Information technology Vocational guidance."
localuse;"2013-02-20 14:36:06";"HF5549.5.I6.M664 2013";"Programming interviews exposed :";"Computer programming Vocational guidance. Employment interviewing United States."
localuse;"2013-02-20 14:36:10";HF5549.5.I6.Y38;"Knock 'em dead 2004 /";"Employment interviewing."
localuse;"2013-02-20 14:36:14";BF698.35.I59H45;"Introvert power :";"Introverts. Introversion."
localuse;"2013-02-20 14:36:17";HF5381.15.F3618;"50 best jobs for your personality /";"Vocational guidance Psychological aspects. Career development Psychological aspects. Personality and occupation. Vocational interests. Occupations Psychological aspects."
localuse;"2013-02-20 14:36:22";"HF5382.693.G45 2008";"The successful introvert :";"Introverts Vocational guidance. Job hunting."
issue;"2013-02-21 13:53:38";"HF5383.S247 2011";"Step-by-step cover letters :";"Cover letters."
issue;"2013-02-21 13:53:43";"HF5383.K418 2009";"Cover letters for dummies /";"Cover letters Handbooks, manuals, etc. Job hunting Handbooks, manuals, etc. Applications for positions Handbooks, manuals, etc."
renew;"2013-02-24 20:15:44";"HF5381.PN147 2005";"Six-figure freelancing :";"Authorship Handbooks, manuals, etc. Freelance journalism Handbooks, manuals, etc."
issue;"2013-02-26 14:29:01";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
issue;"2013-02-27 16:31:14";"HD6050.2.HF5382 2005";"The complete job search guide for Latinos /";"Job hunting United States. Hispanic Americans Employment. Vocational guidance United States."
renew;"2013-02-28 09:00:58";"HD2770.16.LC1072 2009";"The Successful Internship: Personal, Professional, and Civic Development.";
renew;"2013-02-28 09:00:58";"HD2770.15.LC1072 2006";"The intern files :";"Internship programs. Interns."
renew;"2013-02-28 09:00:58";"HF5382.GV201 2004";"Great jobs for physical education majors /";"Physical education and training Vocational guidance United States."
issue;"2013-03-04 10:35:48";"HD6061.1.B45 2003";"Vault Guide to Conquering Corporate America for Women and Minorities.";
localuse;"2013-03-04 13:14:58";"HF5382.7.A839 2009";"How to get any job :";"Job hunting. Success in business. Career development."
localuse;"2013-03-04 13:19:32";"HF5382.7 .Y38 2011";"Knock 'em dead :";"Job hunting. Job hunting Computer network resources. Employment interviewing United States. Resumes (Employment)"
localuse;"2013-03-04 13:19:40";"HF5382.GV557 2010";"Career opportunities in the sports industry /";"Sports Vocational guidance United States."
issue;"2013-03-04 13:33:53";HF5382.7.K368;"The smart new way to get hired :";"Job hunting Psychological aspects. Career development Psychological aspects. Emotional intelligence."
localuse;"2013-03-04 14:15:02";"HF5382.GV557 2010";"Career opportunities in the sports industry /";"Sports Vocational guidance United States."
localuse;"2013-03-04 14:15:08";"HF5382.7 .Y38 2011";"Knock 'em dead :";"Job hunting. Job hunting Computer network resources. Employment interviewing United States. Resumes (Employment)"
localuse;"2013-03-04 14:15:13";"HF5382.7.A839 2009";"How to get any job :";"Job hunting. Success in business. Career development."
localuse;"2013-03-04 14:15:17";"HF 5549.5.I6.B87 2009";"The first 60 seconds :";"Employment interviewing."
localuse;"2013-03-04 14:15:21";"HF5549.5.I6 P67 1999";"101 toughest interview questions--and answers that win jobs! /";"Employment interviewing. Job hunting."
localuse;"2013-03-05 09:23:40";"HF5382.5.U5.F364 2007";"175 best jobs not behind a desk /";"Vocational guidance United States. Job descriptions United States. Exercise United States."
issue;"2013-03-05 14:01:54";"HF5382.75.U6.B43 2009";"Power ties :";"Job hunting United States Handbooks, manuals, etc. Students, Foreign Employment United States Handbooks, manuals, etc. Business networks United States Handbooks, manuals, etc."
issue;"2013-03-05 14:02:00";"HF5383.S3275 2012";"Resume 101 :";"Cover letters. College graduates Employment United States. Resumes (Employment)"
issue;"2013-03-05 15:26:31";"HF5549.5.I6.F75 2009";"101 great answers to the toughest interview questions /";"Employment interviewing."
issue;"2013-03-05 16:01:15";LB1776.2.K67;"One day, all children-- :";"Elementary school teachers In-service training United States. Elementary school teaching United States. Education, Elementary United States."
issue;"2013-03-05 16:06:03";"HQ1062.S76 2004";"Too young to retire :";"Retirement. Self-actualization (Psychology) in middle age. Self-actualization (Psychology) in old age. Finance, Personal."
renew;"2013-03-06 10:13:03";"R154.T673 A3";"On call :";"Interns (Medicine) United States Biography. Physician and patient."
issue;"2013-03-06 14:47:39";"HD57.7.W458 2007";"The nature of leadership :";"Leadership. Success in business."
